id,startTime,origin,destination,totalPower,minimumCapacity,chargeLevelInterval,optimizedCost,optimizedCostDuration,optimizedDuration,optimizedDurationFinancialCost,endTime,error
801253ce9ac,1684540542798,"{""latitude"":57.18113868659505,""longitude"":12.79806446876562}","{""latitude"":59.964514543211166,""longitude"":16.362508487289492}",56909.23391601733,43,50,,,,,,
c813ae0c7b9,1684541941802,"{""latitude"":59.47395241905886,""longitude"":15.675762060510014}","{""latitude"":59.808470835038044,""longitude"":18.765144567098375}",27555.865122464314,43,50,53.095542703547956,14369.037611069714,12696.04002011647,58.389027018664265,1684542475167,
f3e49636c34,1684542475300,"{""latitude"":57.18113868659505,""longitude"":12.79806446876562}","{""latitude"":59.964514543211166,""longitude"":16.362508487289492}",56909.23391601733,43,50,,,,,,
41ff4b3e05d,1684543861932,"{""latitude"":59.19175467697872,""longitude"":16.251242563498362}","{""latitude"":59.960471176055904,""longitude"":17.663121843595416}",18190.389005185054,43,50,0.0,8706.399999999987,8706.399999999987,0.0,1684544018674,
925433475d5,1684544018713,"{""latitude"":56.62308424498266,""longitude"":16.532782139274683}","{""latitude"":59.89672029051189,""longitude"":18.343880612354713}",58843.26987050351,43,50,,,,,,
0358582b653,1684545842020,"{""latitude"":58.03068287440561,""longitude"":13.37623206034943}","{""latitude"":58.1551786432232,""longitude"":14.387107694653334}",6701.094231534849,43,50,0.0,5175.500000000004,5175.500000000004,0.0,1684545899691,
dc2e8fe7026,1684545899710,"{""latitude"":56.62308424498266,""longitude"":16.532782139274683}","{""latitude"":59.89672029051189,""longitude"":18.343880612354713}",58843.26987050351,43,50,,,,,,
fc1d3f321f2,1684547762146,"{""latitude"":57.58652743055812,""longitude"":13.832964717801426}","{""latitude"":57.032137915776005,""longitude"":14.733044076481406}",10660.690923586893,43,50,0.0,8465.300000000014,8465.300000000014,0.0,1684547763988,
21f22c637c4,1684547764005,"{""latitude"":55.53714120996301,""longitude"":14.306970590857171}","{""latitude"":57.898769719959425,""longitude"":13.461741726342586}",42489.250107062166,43,50,170.3162915290751,24761.29057199527,22785.668014487546,206.37245214010835,1684547963484,
7519d23c79d,1684547963548,"{""latitude"":58.49052220265228,""longitude"":14.354659350134549}","{""latitude"":57.8810850653377,""longitude"":15.560314356652857}",22686.55884275491,43,50,80.89076217423892,14810.514689701682,14358.99676581582,91.3379131548415,1684548015393,
56e5d969f07,1684548015449,"{""latitude"":59.12275236097175,""longitude"":15.85961288456014}","{""latitude"":57.17419390884367,""longitude"":14.884741268151789}",34996.24082552631,43,50,120.18120941376378,21668.57723278676,,,,
dabe0f8662a,1684550282309,"{""latitude"":56.01755641480403,""longitude"":14.422495716303624}","{""latitude"":60.430485556751535,""longitude"":12.752176843419164}",73305.66105127298,43,50,,,,,,
4a40cb1047f,1684551781865,"{""latitude"":59.12275236097175,""longitude"":15.85961288456014}","{""latitude"":57.17419390884367,""longitude"":14.884741268151789}",34996.24082552631,43,50,120.18120941376378,21668.57723278676,,,,
cd9dc980680,1684553941794,"{""latitude"":56.01755641480403,""longitude"":14.422495716303624}","{""latitude"":60.430485556751535,""longitude"":12.752176843419164}",73305.66105127298,43,50,,,,,,
50cf6fc9715,1684555382202,"{""latitude"":59.74156674899787,""longitude"":18.84532172077803}","{""latitude"":56.9542470903967,""longitude"":14.052621047615737}",64822.404798062256,43,50,,,,,,
ab88f4862a7,1684557122287,"{""latitude"":58.564063327886295,""longitude"":15.477564946537125}","{""latitude"":60.07842032179804,""longitude"":18.423977426000725}",38144.94909789731,43,50,100.48914420521436,21094.107248420478,,,,
c09500098ad,1684559222417,"{""latitude"":59.74156674899787,""longitude"":18.84532172077803}","{""latitude"":56.9542470903967,""longitude"":14.052621047615737}",64822.404798062256,43,50,,,,,,
e47102ab92e,1684560961994,"{""latitude"":58.564063327886295,""longitude"":15.477564946537125}","{""latitude"":60.07842032179804,""longitude"":18.423977426000725}",38144.94909789731,43,50,100.48914420521436,21094.107248420478,,,,
ac5a86f93c5,1684563242052,"{""latitude"":59.284828389402485,""longitude"":18.055441387070644}","{""latitude"":58.2954210031894,""longitude"":14.333787403558674}",39497.32101616767,43,50,,,,,,
6c17ba805bc,1684564621822,"{""latitude"":58.83385212521371,""longitude"":11.449312868265885}","{""latitude"":58.3665523196877,""longitude"":15.248507966957115}",43856.49314420087,43,50,173.18739244218457,26860.426848764746,24246.059438470813,216.66416386649257,1684564884428,
4b75098a5de,1684564884498,"{""latitude"":59.284828389402485,""longitude"":18.055441387070644}","{""latitude"":58.2954210031894,""longitude"":14.333787403558674}",39497.32101616767,43,50,,,,,,
9b6e25b8b68,1684566421774,"{""latitude"":59.06062550393865,""longitude"":15.933374312674124}","{""latitude"":58.18370764912475,""longitude"":16.314423944471788}",14426.600336533555,43,50,0.0,9014.100000000011,9014.100000000011,0.0,1684566481260,
ac5aa6cf537,1684566481296,"{""latitude"":58.88033075700974,""longitude"":12.287468824821238}","{""latitude"":56.86161315034171,""longitude"":13.033512609785259}",35761.53739102172,43,50,,,,,,
8d75b225542,1684568402187,"{""latitude"":58.5797197980025,""longitude"":11.799748604672406}","{""latitude"":59.00872002462573,""longitude"":13.51381473447483}",15246.028405380452,43,50,0.0,11187.299999999976,11187.299999999976,0.0,1684568516917,
05d7e08caeb,1684568516966,"{""latitude"":58.88033075700974,""longitude"":12.287468824821238}","{""latitude"":56.86161315034171,""longitude"":13.033512609785259}",35761.53739102172,43,50,,,,,,
aa511e58d76,1684570441514,"{""latitude"":58.6136867825604,""longitude"":16.56797034477184}","{""latitude"":58.4410665060739,""longitude"":13.42595944146657}",36872.02755610244,43,50,,,,,,
bb19bca73f8,1684571822460,"{""latitude"":56.86421094744362,""longitude"":16.047699179371776}","{""latitude"":58.84820961542679,""longitude"":11.988498689256886}",45370.07999030777,43,50,199.17154299308854,32548.423470979105,30208.73901060433,265.6018535475007,1684571938298,
efb79986c71,1684571938385,"{""latitude"":58.6136867825604,""longitude"":16.56797034477184}","{""latitude"":58.4410665060739,""longitude"":13.42595944146657}",36872.02755610244,43,50,,,,,,
c9a75299019,1684852787267,"{""latitude"":57.64190472361895,""longitude"":11.902979184580769}","{""latitude"":59.78298343423854,""longitude"":17.797088996895525}",57534.657834281075,43,50,,,,,,
4d7b803250e,1684857661567,"{""latitude"":58.657754922211105,""longitude"":15.540983678845329}","{""latitude"":57.48447494189779,""longitude"":14.215721797091081}",23916.22701766464,43,50,52.09133146448255,10803.010603866198,10090.613272644052,52.0935188676733,1684858522921,
dfd5b939d22,1684858522961,"{""latitude"":58.9527395377551,""longitude"":15.125154482142776}","{""latitude"":56.090168685718,""longitude"":13.887667067223553}",49170.59700765198,43,50,,,,,,
4c8134590a8,1684860782234,"{""latitude"":58.49728113505766,""longitude"":13.439381854715197}","{""latitude"":59.73462648638274,""longitude"":17.778856045272075}",40143.4460161263,43,50,142.7076382855435,21989.99472364036,19076.227480009686,172.19434220816436,1684862231872,
1ef4a83fb08,1684861467867,"{""latitude"":59.98643456776543,""longitude"":12.907706783057643}","{""latitude"":57.61040834948665,""longitude"":14.697440612151741}",42025.19685749301,43,50,,,,,,
bb5bb281ccc,1684862232697,"{""latitude"":58.9527395377551,""longitude"":15.125154482142776}","{""latitude"":56.090168685718,""longitude"":13.887667067223553}",49170.59700765198,43,50,,,,,,
0383e261b3b,1684863542238,"{""latitude"":58.12045296998584,""longitude"":14.237888419679608}","{""latitude"":58.4730329867299,""longitude"":15.340258976581948}",20943.553893357297,43,50,25.411900615177686,9778.490993191,9544.63942188564,25.413942641067162,1684864101629,
d3248ec083a,1684864101691,"{""latitude"":59.98643456776543,""longitude"":12.907706783057643}","{""latitude"":57.61040834948665,""longitude"":14.697440612151741}",42025.19685749301,43,50,,,,,,
549d066fe4f,1684864502223,"{""latitude"":58.49728113505766,""longitude"":13.439381854715197}","{""latitude"":59.73462648638274,""longitude"":17.778856045272075}",40143.4460161263,43,50,142.7076382855435,21989.99472364036,19076.227480009686,172.19434220816436,1684865955475,
80137e6c6ba,1684865956383,"{""latitude"":57.828915964132214,""longitude"":12.1008269643432}","{""latitude"":57.776274269587674,""longitude"":15.987980170399588}",33201.59762983594,43,50,118.19621144546382,21080.0078734269,17972.76853742401,125.311220218877,1684866963574,
013218a0647,1684866301725,"{""latitude"":57.34957577123395,""longitude"":14.671460710215186}","{""latitude"":57.33213511150875,""longitude"":15.302838220748654}",5282.261753349832,43,50,0.0,3828.6000000000067,3828.6000000000067,0.0,1684866383785,
d731cf5304f,1684866383800,"{""latitude"":59.41672471895467,""longitude"":16.781967119560434}","{""latitude"":57.88075555856804,""longitude"":16.074507916315202}",27140.481682940936,43,50,74.18362418948456,16139.899996867578,16139.899996867578,74.18362418948456,1684866676191,
37f3e94068b,1684866676237,"{""latitude"":59.54265018346228,""longitude"":13.187177513708411}","{""latitude"":59.38444961897967,""longitude"":16.28709659819509}",27159.641847576648,43,50,,,,,,
26bd020f53d,1684866963856,"{""latitude"":56.920744776437836,""longitude"":15.143949177174829}","{""latitude"":56.62026305251856,""longitude"":14.921119950063638}",5466.995023136165,43,50,0.0,4035.5999999999995,4035.5999999999995,0.0,1684866965595,
f53de4ffc55,1684866965606,"{""latitude"":57.462998204896486,""longitude"":13.566187516031626}","{""latitude"":57.239093134573075,""longitude"":14.282676497377977}",8053.904344069142,43,50,0.0,5238.599999999991,5238.599999999991,0.0,1684867130726,
1e789c99026,1684867130741,"{""latitude"":57.828915964132214,""longitude"":12.1008269643432}","{""latitude"":57.776274269587674,""longitude"":15.987980170399588}",33201.59762983594,43,50,118.19621144546382,21080.0078734269,17972.76853742401,125.311220218877,1684868174727,
a80a1f37670,1684868175088,"{""latitude"":56.92175750629735,""longitude"":16.370657714885617}","{""latitude"":60.04864768410136,""longitude"":13.679395010432213}",51385.770614857465,43,50,218.02525232663433,34064.69229277948,33709.70804540768,266.9246411524047,1684868911540,
d3f2779792f,1684868821843,"{""latitude"":56.181601361929474,""longitude"":14.503906380666066}","{""latitude"":57.480663280912886,""longitude"":12.967496430055672}",25217.765186080625,43,50,58.216431527553695,17009.24711689545,15915.711569575995,113.99316508800005,1684869073128,
d76f4de6142,1684868911620,"{""latitude"":57.7081597789837,""longitude"":16.485545771640876}","{""latitude"":57.59350778770556,""longitude"":14.024032837574238}",18834.66593414983,43,50,23.70899314377696,12908.150980565491,11809.582940301992,25.01671080314328,1684869077980,
acb2db08345,1684869073172,"{""latitude"":59.54265018346228,""longitude"":13.187177513708411}","{""latitude"":59.38444961897967,""longitude"":16.28709659819509}",27159.641847576648,43,50,,,,,,
543c8f8a4f5,1684869078014,"{""latitude"":56.92175750629735,""longitude"":16.370657714885617}","{""latitude"":60.04864768410136,""longitude"":13.679395010432213}",51385.770614857465,43,50,218.02525232663433,34064.69229277948,33709.70804540768,266.9246411524047,1684869784287,
291eb6df602,1684869784355,"{""latitude"":58.91008001556399,""longitude"":16.065094118243493}","{""latitude"":57.78968465585422,""longitude"":13.997192737154998}",29086.261132242667,43,50,69.8463878261108,12640.25062834071,11570.566036196236,102.8032333805802,1684870946932,
4fa33187e2f,1684870946974,"{""latitude"":58.36360983180355,""longitude"":12.933817438180151}","{""latitude"":56.527135904546896,""longitude"":16.132764830644007}",38138.8121774712,43,50,217.09789969710653,29681.27569110025,27899.587871984964,251.22888453948332,1684871556167,
a47cab21be3,1684871042021,"{""latitude"":57.82288534554208,""longitude"":13.817959918445172}","{""latitude"":59.73657407397333,""longitude"":15.589032705086453}",33274.85872101284,43,50,,,,,1684872086504,
e277d6a07c2,1684871556230,"{""latitude"":56.079481217151454,""longitude"":14.015444471705848}","{""latitude"":59.67055750995475,""longitude"":15.89580662920611}",64028.863750128934,43,50,,,,,,
d327d6a316e,1684872086558,"{""latitude"":55.88945029939731,""longitude"":13.116232343732213}","{""latitude"":59.66961014461116,""longitude"":15.295888654181006}",64499.73154204818,43,50,,,,,,
15f50343561,1684874521827,"{""latitude"":57.62727844459439,""longitude"":15.620814194277266}","{""latitude"":59.503903280422044,""longitude"":14.214688402464294}",35535.04801289013,43,50,125.59493950940518,22788.138923327002,21843.742338024844,133.0055167103922,1684875159834,
fe5c8d38a7e,1684874942073,"{""latitude"":56.46461030307072,""longitude"":14.564363090735048}","{""latitude"":59.14558777055633,""longitude"":17.18837153765103}",58526.78281031566,43,50,,,,,,
76a028f25dc,1684875159882,"{""latitude"":56.079481217151454,""longitude"":14.015444471705848}","{""latitude"":59.67055750995475,""longitude"":15.89580662920611}",64028.863750128934,43,50,,,,,,
d33a9b63495,1684877553522,"{""latitude"":56.46461030307072,""longitude"":14.564363090735048}","{""latitude"":59.14558777055633,""longitude"":17.18837153765103}",58526.78281031566,43,50,,,,,,
6de9836d071,1684877999958,"{""latitude"":56.647077378674176,""longitude"":14.260032217864802}","{""latitude"":56.44893497532506,""longitude"":14.960160578364999}",7414.053383150131,43,50,0.0,5144.2999999999965,5144.2999999999965,0.0,1684878001554,
d0711d97087,1684878001567,"{""latitude"":57.998326625841614,""longitude"":14.35915730948231}","{""latitude"":60.1520194071856,""longitude"":14.019987362414156}",39792.75197099203,43,50,,,,,,
e5502e17df1,1684879801583,"{""latitude"":58.23650545299916,""longitude"":12.453003428806893}","{""latitude"":59.43120092578072,""longitude"":11.897772104134411}",20152.63134449549,43,50,55.65210775293234,13893.99171294105,13893.99171294105,55.65210775293234,1684880031802,
90314b7b5f2,1684880031855,"{""latitude"":57.998326625841614,""longitude"":14.35915730948231}","{""latitude"":60.1520194071856,""longitude"":14.019987362414156}",39792.75197099203,43,50,,,,,,
75a4d6ccd8d,1684880041542,"{""latitude"":59.06820922090129,""longitude"":15.344328117558891}","{""latitude"":57.648189294119994,""longitude"":12.267387390327528}",32651.34668421607,43,50,109.58462403995917,19811.96759986593,19811.96759986593,109.58462403995917,1684880554642,
604adbab8b8,1684880554690,"{""latitude"":59.864232285678845,""longitude"":15.748910607189075}","{""latitude"":59.426026260509225,""longitude"":15.112773255560278}",8192.141254049475,43,50,0.0,5004.400000000007,5004.400000000007,0.0,1684880584192,
c30731d39c9,1684880584215,"{""latitude"":57.75527975293004,""longitude"":16.270250821687426}","{""latitude"":57.424527171284396,""longitude"":16.59851173477553}",6977.791247344941,43,50,0.0,5183.799999999997,5183.799999999997,0.0,1684880611168,
6e27183fbc6,1684880920297,"{""latitude"":56.308851377038515,""longitude"":13.674908562124898}","{""latitude"":58.50335660172929,""longitude"":11.808586565978992}",39237.50612750309,43,50,,,,,,
f4abb0a5a39,1684881902140,"{""latitude"":59.938471590740754,""longitude"":16.780758177665874}","{""latitude"":57.89193687406171,""longitude"":15.494248201386142}",36829.29058144871,43,50,115.59233062670988,21033.21950369852,19371.997001716816,144.48313570857644,1684882911927,
3cec7836f7f,1684882912008,"{""latitude"":59.03990790254395,""longitude"":18.006278138424623}","{""latitude"":55.98074387535753,""longitude"":14.133638204722354}",72440.6002913527,43,50,,,,,,
e28f067dc40,1684884062421,"{""latitude"":56.01216773427321,""longitude"":13.774207119329645}","{""latitude"":56.74647694444681,""longitude"":16.71108800136574}",30101.6755998928,43,50,78.56350446708623,16429.962163166383,16309.083601311006,100.87981069501879,1684884789318,
9b9493f964a,1684884789354,"{""latitude"":56.308851377038515,""longitude"":13.674908562124898}","{""latitude"":58.50335660172929,""longitude"":11.808586565978992}",39237.50612750309,43,50,,,,,,
78a0b4c28e8,1684886161672,"{""latitude"":59.938471590740754,""longitude"":16.780758177665874}","{""latitude"":57.89193687406171,""longitude"":15.494248201386142}",36829.29058144871,43,50,115.59233062670988,21033.21950369852,19371.997001716816,144.48313570857644,1684887212338,
6d73312125f,1684887212427,"{""latitude"":59.03990790254395,""longitude"":18.006278138424623}","{""latitude"":55.98074387535753,""longitude"":14.133638204722354}",72440.6002913527,43,50,,,,,,
140b65f00c5,1684887902089,"{""latitude"":59.10307911092061,""longitude"":13.575766054200873}","{""latitude"":59.838870532631326,""longitude"":16.362449751845958}",29245.13502958285,43,50,,,,,,
d19ebe99f05,1684889821891,"{""latitude"":59.33455962054921,""longitude"":16.922933203411816}","{""latitude"":59.00115458646446,""longitude"":15.882865095944341}",11671.49369925317,43,50,0.0,6874.600000000015,6874.600000000015,0.0,1684889951905,
627323a1b9d,1684889951932,"{""latitude"":59.10307911092061,""longitude"":13.575766054200873}","{""latitude"":59.838870532631326,""longitude"":16.362449751845958}",29245.13502958285,43,50,,,,,,
